index,doi,buzz_id,category,subword,count
160,10.1016/j.advwatres.2022.104217,8,NLP,machine translation,2
160,10.1016/j.advwatres.2022.104217,16,Voice User Interface (VUI),natural language processing,1
160,10.1016/j.advwatres.2022.104217,18,Data Mining,natural language processing,1
160,10.1016/j.advwatres.2022.104217,18,Data Mining,neural networks,4
160,10.1016/j.advwatres.2022.104217,18,Data Mining,deep learning,7
160,10.1016/j.advwatres.2022.104217,18,Data Mining,overfitting,2
160,10.1016/j.advwatres.2022.104217,20,Chatbots,nlp,2
160,10.1016/j.advwatres.2022.104217,20,Chatbots,natural language processing,1
160,10.1016/j.advwatres.2022.104217,20,Chatbots,machine learning models,1
160,10.1016/j.advwatres.2022.104217,26,Serverless Computing,function composition,3
166,10.1016/j.advwatres.2022.104166,0,AI and Machine Learning,machine learning,17
166,10.1016/j.advwatres.2022.104166,0,AI and Machine Learning,supervised learning,2
166,10.1016/j.advwatres.2022.104166,0,AI and Machine Learning,regression,18
166,10.1016/j.advwatres.2022.104166,0,AI and Machine Learning,gradient descent,1
166,10.1016/j.advwatres.2022.104166,0,AI and Machine Learning,backpropagation,1
166,10.1016/j.advwatres.2022.104166,0,AI and Machine Learning,stochastic gradient descent,1
166,10.1016/j.advwatres.2022.104166,0,AI and Machine Learning,neural network,17
166,10.1016/j.advwatres.2022.104166,0,AI and Machine Learning,long short term memory,2
166,10.1016/j.advwatres.2022.104166,1,Big Data,data quality,1
166,10.1016/j.advwatres.2022.104166,7,Modeling,simulation,17
166,10.1016/j.advwatres.2022.104166,7,Modeling,model accuracy,2
166,10.1016/j.advwatres.2022.104166,7,Modeling,model results,2
166,10.1016/j.advwatres.2022.104166,8,NLP,natural language processing,1
166,10.1016/j.advwatres.2022.104166,10,5G,network architecture,1
166,10.1016/j.advwatres.2022.104166,12,Data Analytics,data quality,1
166,10.1016/j.advwatres.2022.104166,16,Voice User Interface (VUI),natural language processing,1
166,10.1016/j.advwatres.2022.104166,18,Data Mining,natural language processing,1
166,10.1016/j.advwatres.2022.104166,18,Data Mining,neural networks,11
166,10.1016/j.advwatres.2022.104166,18,Data Mining,deep learning,1
166,10.1016/j.advwatres.2022.104166,18,Data Mining,overfitting,3
166,10.1016/j.advwatres.2022.104166,18,Data Mining,underfitting,6
166,10.1016/j.advwatres.2022.104166,20,Chatbots,natural language processing,1
170,10.1016/j.advwatres.2022.104169,0,AI and Machine Learning,machine learning,1
170,10.1016/j.advwatres.2022.104169,0,AI and Machine Learning,regression,8
170,10.1016/j.advwatres.2022.104169,0,AI and Machine Learning,neural network,11
170,10.1016/j.advwatres.2022.104169,0,AI and Machine Learning,attention mechanism,2
170,10.1016/j.advwatres.2022.104169,0,AI and Machine Learning,generative adversarial network,1
170,10.1016/j.advwatres.2022.104169,0,AI and Machine Learning,semantic segmentation,1
170,10.1016/j.advwatres.2022.104169,0,AI and Machine Learning,batch normalization,4
170,10.1016/j.advwatres.2022.104169,0,AI and Machine Learning,style transfer,1
170,10.1016/j.advwatres.2022.104169,7,Modeling,simulation,10
170,10.1016/j.advwatres.2022.104169,7,Modeling,model prediction,2
170,10.1016/j.advwatres.2022.104169,7,Modeling,model parameters,2
170,10.1016/j.advwatres.2022.104169,7,Modeling,model uncertainty,1
170,10.1016/j.advwatres.2022.104169,8,NLP,machine translation,1
170,10.1016/j.advwatres.2022.104169,10,5G,network architecture,5
170,10.1016/j.advwatres.2022.104169,18,Data Mining,neural networks,7
170,10.1016/j.advwatres.2022.104169,18,Data Mining,deep learning,4
170,10.1016/j.advwatres.2022.104169,18,Data Mining,model evaluation,1
170,10.1016/j.advwatres.2022.104169,18,Data Mining,overfitting,1
170,10.1016/j.advwatres.2022.104169,19,Predictive Analysis,risk management,1
185,10.1016/j.advwatres.2021.104106,0,AI and Machine Learning,classification,6
185,10.1016/j.advwatres.2021.104106,7,Modeling,simulation,20
185,10.1016/j.advwatres.2021.104106,7,Modeling,model validation,2
185,10.1016/j.advwatres.2021.104106,7,Modeling,model development,2
185,10.1016/j.advwatres.2021.104106,12,Data Analytics,statistical analysis,1
185,10.1016/j.advwatres.2021.104106,12,Data Analytics,data classification,6
188,10.1016/j.advwatres.2022.104126,0,AI and Machine Learning,classification,9
188,10.1016/j.advwatres.2022.104126,0,AI and Machine Learning,regression,1
188,10.1016/j.advwatres.2022.104126,7,Modeling,simulation,36
188,10.1016/j.advwatres.2022.104126,7,Modeling,model validation,1
188,10.1016/j.advwatres.2022.104126,7,Modeling,model development,1
188,10.1016/j.advwatres.2022.104126,7,Modeling,model comparison,1
188,10.1016/j.advwatres.2022.104126,7,Modeling,model results,1
188,10.1016/j.advwatres.2022.104126,18,Data Mining,deep learning,3
201,10.1016/j.advwatres.2021.104075,0,AI and Machine Learning,machine learning,1
201,10.1016/j.advwatres.2021.104075,0,AI and Machine Learning,nearest neighbor,1
201,10.1016/j.advwatres.2021.104075,0,AI and Machine Learning,regression,19
201,10.1016/j.advwatres.2021.104075,1,Big Data,data consistency,2
201,10.1016/j.advwatres.2021.104075,3,IoT,sensor network,1
201,10.1016/j.advwatres.2021.104075,5,Cybersecurity,risk assessment,1
201,10.1016/j.advwatres.2021.104075,7,Modeling,simulation,15
201,10.1016/j.advwatres.2021.104075,7,Modeling,model input data,1
201,10.1016/j.advwatres.2021.104075,7,Modeling,model accuracy,2
201,10.1016/j.advwatres.2021.104075,7,Modeling,model comparison,1
201,10.1016/j.advwatres.2021.104075,7,Modeling,model limitations,1
201,10.1016/j.advwatres.2021.104075,18,Data Mining,model evaluation,2
201,10.1016/j.advwatres.2021.104075,19,Predictive Analysis,risk assessment,1
201,10.1016/j.advwatres.2021.104075,22,Smart Cities,water management,3
201,10.1016/j.advwatres.2021.104075,22,Smart Cities,sensor network,1
202,10.1016/j.advwatres.2021.104110,0,AI and Machine Learning,machine learning,8
202,10.1016/j.advwatres.2021.104110,0,AI and Machine Learning,classification,1
202,10.1016/j.advwatres.2021.104110,0,AI and Machine Learning,random forest,3
202,10.1016/j.advwatres.2021.104110,0,AI and Machine Learning,nearest neighbor,4
202,10.1016/j.advwatres.2021.104110,0,AI and Machine Learning,regression,5
202,10.1016/j.advwatres.2021.104110,0,AI and Machine Learning,neural network,1
202,10.1016/j.advwatres.2021.104110,7,Modeling,mike,32
202,10.1016/j.advwatres.2021.104110,7,Modeling,geographic information system,1
202,10.1016/j.advwatres.2021.104110,7,Modeling,spatial data,1
202,10.1016/j.advwatres.2021.104110,7,Modeling,simulation,7
202,10.1016/j.advwatres.2021.104110,7,Modeling,model parameters,8
202,10.1016/j.advwatres.2021.104110,7,Modeling,model comparison,1
202,10.1016/j.advwatres.2021.104110,7,Modeling,model results,2
202,10.1016/j.advwatres.2021.104110,18,Data Mining,neural networks,1
202,10.1016/j.advwatres.2021.104110,18,Data Mining,support vector regression,3
204,10.1016/j.advwatres.2021.104103,0,AI and Machine Learning,regression,10
204,10.1016/j.advwatres.2021.104103,7,Modeling,simulation,3
204,10.1016/j.advwatres.2021.104103,7,Modeling,model sensitivity analysis,1
215,10.1016/j.advwatres.2021.104076,0,AI and Machine Learning,machine learning,6
215,10.1016/j.advwatres.2021.104076,0,AI and Machine Learning,classification,2
215,10.1016/j.advwatres.2021.104076,0,AI and Machine Learning,decision tree,8
215,10.1016/j.advwatres.2021.104076,0,AI and Machine Learning,random forest,1
215,10.1016/j.advwatres.2021.104076,0,AI and Machine Learning,support vector machine,1
215,10.1016/j.advwatres.2021.104076,0,AI and Machine Learning,regression,48
215,10.1016/j.advwatres.2021.104076,5,Cybersecurity,risk assessment,1
215,10.1016/j.advwatres.2021.104076,7,Modeling,spatial data,3
215,10.1016/j.advwatres.2021.104076,7,Modeling,simulation,1
215,10.1016/j.advwatres.2021.104076,7,Modeling,model development,2
215,10.1016/j.advwatres.2021.104076,12,Data Analytics,data analysis,1
215,10.1016/j.advwatres.2021.104076,18,Data Mining,decision trees,4
215,10.1016/j.advwatres.2021.104076,18,Data Mining,principal component analysis,1
215,10.1016/j.advwatres.2021.104076,18,Data Mining,feature selection,1
215,10.1016/j.advwatres.2021.104076,18,Data Mining,support vector regression,2
215,10.1016/j.advwatres.2021.104076,18,Data Mining,overfitting,2
215,10.1016/j.advwatres.2021.104076,19,Predictive Analysis,risk assessment,1
216,10.1016/j.advwatres.2021.104078,0,AI and Machine Learning,regression,50
216,10.1016/j.advwatres.2021.104078,22,Smart Cities,water management,1
218,10.1016/j.advwatres.2021.104085,0,AI and Machine Learning,regression,18
218,10.1016/j.advwatres.2021.104085,7,Modeling,simulation,2
218,10.1016/j.advwatres.2021.104085,12,Data Analytics,statistical analysis,1
218,10.1016/j.advwatres.2021.104085,19,Predictive Analysis,risk management,3
230,10.1016/j.advwatres.2021.104064,0,AI and Machine Learning,artificial intelligence,1
230,10.1016/j.advwatres.2021.104064,0,AI and Machine Learning,machine learning,2
230,10.1016/j.advwatres.2021.104064,0,AI and Machine Learning,supervised learning,1
230,10.1016/j.advwatres.2021.104064,0,AI and Machine Learning,unsupervised learning,1
230,10.1016/j.advwatres.2021.104064,0,AI and Machine Learning,gradient descent,2
230,10.1016/j.advwatres.2021.104064,0,AI and Machine Learning,neural network,7
230,10.1016/j.advwatres.2021.104064,0,AI and Machine Learning,generative adversarial network,2
230,10.1016/j.advwatres.2021.104064,0,AI and Machine Learning,generative model,5
230,10.1016/j.advwatres.2021.104064,0,AI and Machine Learning,batch normalization,1
230,10.1016/j.advwatres.2021.104064,7,Modeling,simulation,6
230,10.1016/j.advwatres.2021.104064,10,5G,network architecture,1
230,10.1016/j.advwatres.2021.104064,18,Data Mining,neural networks,5
230,10.1016/j.advwatres.2021.104064,18,Data Mining,deep learning,10
230,10.1016/j.advwatres.2021.104064,18,Data Mining,model evaluation,1
232,10.1016/j.advwatres.2021.104061,0,AI and Machine Learning,classification,2
232,10.1016/j.advwatres.2021.104061,0,AI and Machine Learning,regression,12
232,10.1016/j.advwatres.2021.104061,7,Modeling,simulation,20
235,10.1016/j.advwatres.2021.104051,0,AI and Machine Learning,machine learning,1
235,10.1016/j.advwatres.2021.104051,0,AI and Machine Learning,random forest,1
235,10.1016/j.advwatres.2021.104051,0,AI and Machine Learning,regression,2
235,10.1016/j.advwatres.2021.104051,0,AI and Machine Learning,neural network,21
235,10.1016/j.advwatres.2021.104051,3,IoT,environmental monitoring,1
235,10.1016/j.advwatres.2021.104051,7,Modeling,3d model,1
235,10.1016/j.advwatres.2021.104051,7,Modeling,2d model,1
235,10.1016/j.advwatres.2021.104051,7,Modeling,simulation,7
235,10.1016/j.advwatres.2021.104051,7,Modeling,model parameters,7
235,10.1016/j.advwatres.2021.104051,10,5G,network architecture,1
235,10.1016/j.advwatres.2021.104051,18,Data Mining,random forests,1
235,10.1016/j.advwatres.2021.104051,18,Data Mining,neural networks,3
235,10.1016/j.advwatres.2021.104051,18,Data Mining,deep learning,1
235,10.1016/j.advwatres.2021.104051,18,Data Mining,support vector regression,1
235,10.1016/j.advwatres.2021.104051,22,Smart Cities,environmental monitoring,1
260,10.1016/j.advwatres.2021.104011,0,AI and Machine Learning,machine learning,2
260,10.1016/j.advwatres.2021.104011,0,AI and Machine Learning,classification,4
260,10.1016/j.advwatres.2021.104011,7,Modeling,simulation,2
269,10.1016/j.advwatres.2021.103965,0,AI and Machine Learning,artificial intelligence,2
269,10.1016/j.advwatres.2021.103965,0,AI and Machine Learning,machine learning,2
269,10.1016/j.advwatres.2021.103965,0,AI and Machine Learning,classification,1
269,10.1016/j.advwatres.2021.103965,0,AI and Machine Learning,regression,2
269,10.1016/j.advwatres.2021.103965,0,AI and Machine Learning,neural network,7
269,10.1016/j.advwatres.2021.103965,0,AI and Machine Learning,long short term memory,4
269,10.1016/j.advwatres.2021.103965,1,Big Data,data quality,1
269,10.1016/j.advwatres.2021.103965,7,Modeling,simulation,2
269,10.1016/j.advwatres.2021.103965,12,Data Analytics,data quality,1
