,journal,authors,buzz_id,date,name,doi,pii
42,Ocean Engineering,"['Mingyang Zhang', 'Pentti Kujala', 'Spyros Hirdaris']",1,2023-09-01,A machine learning method for the prediction of ship motion trajectories in real operational conditions,10.1016/j.oceaneng.2023.114905,S0029801823012891
43,Journal of Ocean Engineering and Science,"['Yiwei Zhang', 'Rongxin Cui', 'Fei Deng']",1,2023-06-15,Geometric and non-geometric impact on Coanda effect propulsion device for UUV application,10.1016/j.joes.2023.06.001,S2468013323000311
44,Ocean Engineering,"['Hadi Taghavifar', 'Lokukaluge P. Perera']",1,2023-08-15,Life cycle emission and cost assessment for LNG-retrofitted vessels: the risk and sensitivity analyses under fuel property and load variations,10.1016/j.oceaneng.2023.114940,S0029801823013240
45,Ocean Engineering,"['Danial Khojasteh', 'Abbas Shamsipour', 'William Glamore']",1,2023-08-15,A large-scale review of wave and tidal energy research over the last 20 years,10.1016/j.oceaneng.2023.114995,S0029801823013793
46,Ocean Engineering,"['Martin Albertsen Brandt', 'Sverre Herland', 'Esten Ingar Grøtli']",1,2023-08-15,Towards autonomous contact-free operations in aquaculture,10.1016/j.oceaneng.2023.115005,S0029801823013896
47,Ocean Engineering,"['Raphaël E. G. Mounet', 'Jiaxin Chen', 'Edward C. C. Steele']",1,2023-08-01,Deriving spatial wave data from a network of buoys and ships,10.1016/j.oceaneng.2023.114892,S0029801823012763
48,Ocean Engineering,['Aritra Ghosh'],1,2023-08-01,"A comprehensive review of water based PV: Flotavoltaics, under water, offshore & canal top",10.1016/j.oceaneng.2023.115044,S0029801823014282
49,Ocean Engineering,"['Haichao Chang', 'Zuyuan Liu', 'Qiang Zheng']",1,2023-08-01,Sampling method for hull form optimization based on the morphing method and its application,10.1016/j.oceaneng.2023.114715,S0029801823010995
50,Ocean Engineering,"['H. Wang', 'B. M. Lehane', 'A. Askarinejad']",2,2023-06-01,Lateral behavior of monopiles in sand under monotonic loading: Insights and a new simple design model,10.1016/j.oceaneng.2023.114334,S0029801823007187
51,Ocean Engineering,"['Soonseok Song', 'Momchil Terziev', 'Atilla Incecik']",2,2023-02-15,Investigating roughness effects on ship resistance in shallow waters,10.1016/j.oceaneng.2023.113643,S0029801823000276
52,Ocean Engineering,"['Fali Huo', 'Yupeng Zhao', 'Zhi-Ming Yuan']",2,2023-02-01,Study on wave slamming characteristics of a typical floating wind turbine under freak waves,10.1016/j.oceaneng.2022.113464,S0029801822027470
53,Ocean Engineering,"['F. Pisanò', 'D. Betto', 'M. Cremonesi']",2,2022-12-15,Pipeline flotation in liquefied sand: A simplified transient model,10.1016/j.oceaneng.2022.113146,S0029801822024295
54,Ocean Engineering,"['Ahmad Rashedi', 'Taslima Khanam', 'Majid Hussain']",2,2022-12-15,Evaluation of environmental sustainability matrix of Deepgen tidal turbine,10.1016/j.oceaneng.2022.113031,S0029801822023149
55,Ocean Engineering,"['Savas Sezen', 'Mehmet Atlar']",2,2022-12-15,Marine propeller underwater radiated noise prediction with the FWH acoustic analogy part 3: Assessment of full-scale propeller hydroacoustic performance versus sea trial data,10.1016/j.oceaneng.2022.112712,S0029801822019953
56,Ocean Engineering,"['Savas Sezen', 'Mehmet Atlar']",2,2022-12-15,Numerical investigation into the effects of tip vortex cavitation on propeller underwater radiated noise (URN) using a hybrid CFD method,10.1016/j.oceaneng.2022.112658,S0029801822019412
57,Journal of Ocean Engineering and Science,"['Sayantan Guha', 'Abhishek Kumar Singh']",2,2022-06-09,Frequency shifts and thermoelastic damping in distinct Micro-/Nano-scale piezothermoelastic fiber-reinforced composite beams under three heat conduction models,10.1016/j.joes.2022.06.015,S2468013322001905
58,Journal of Ocean Engineering and Science,"['Xiaolong Wang', 'Changlin Wang', 'Wenli Li']",2,2022-06-03,Understanding the deterrence effect of punishment for marine information security policies non-compliance,10.1016/j.joes.2022.06.001,S2468013322001772
59,Ocean Engineering,"['Julio Barreiro', 'Sonia Zaragoza', 'Vicente Diaz-Casas']",2,2022-08-01,Review of ship energy efficiency,10.1016/j.oceaneng.2022.111594,S002980182200960X
60,Journal of Ocean Engineering and Science,"['Xiaolong Wang', 'Changlin Wang', 'Chunhui Wang']",2,2022-05-21,An optimal coupling incentive mechanism concerning insider's compliance behavior towards marine information security policy,10.1016/j.joes.2022.05.023,S2468013322001607
61,Ocean Engineering,"['Manel Grifoll', 'Clara Borén', 'Marcella Castells-Sanabra']",2,2022-07-01,A comprehensive ship weather routing system using CMEMS products and A* algorithm,10.1016/j.oceaneng.2022.111427,S0029801822008095
62,Ocean Engineering,"['M. Klapwijk', 'T. Lloyd', 'T. van Terwisga']",2,2022-06-15,"Exciting a cavitating tip vortex with synthetic inflow turbulence: A CFD analysis of vortex kinematics, dynamics and sound generation",10.1016/j.oceaneng.2022.111246,S0029801822006412
63,Ocean Engineering,"['A. Yosri', 'H. Leheta', 'A. Zayed']",2,2022-05-01,Accumulated fatigue damage assessment of side structural details in a double hull tanker based on spectral fatigue analysis approach,10.1016/j.oceaneng.2022.111069,S0029801822004826
64,Ocean Engineering,"['T. P. Nederkoorn', 'H. C. Seyffert']",2,2022-05-01,Long-term rogue wave occurrence probability from historical wave data on a spatial scale relevant for spar-type floating wind turbines,10.1016/j.oceaneng.2022.110955,S0029801822003857
65,Ocean Engineering,"['Qian Zhong', 'Ronald W. Yeung']",2,2022-04-15,"On optimal energy-extraction performance of arrays of wave-energy converters, with full consideration of wave and multi-body interactions",10.1016/j.oceaneng.2022.110863,S0029801822003006
66,Ocean Engineering,"['M. Klapwijk', 'T. Lloyd', 'T. van Terwisga']",2,2021-05-15,On the use of synthetic inflow turbulence for scale-resolving simulations of wetted and cavitating flows,10.1016/j.oceaneng.2021.108860,S002980182100295X
67,Ocean Engineering,"['S. W. K. van den Burg', 'Maximilian Felix Schupp', 'Sandy Kerr']",2,2020-12-01,Development of multi-use platforms at sea: Barriers to realising Blue Growth,10.1016/j.oceaneng.2020.107983,S0029801820309331
68,Ocean Engineering,"['Paula Serras', 'Gabriel Ibarra-Berastegi', 'Alain Ulazia']",2,2019-10-01,Combining random forests and physics-based models to forecast the electricity generated by ocean waves: A case study of the Mutriku wave farm,10.1016/j.oceaneng.2019.106314,S0029801819304834
69,International Journal of Naval Architecture and Ocean Engineering,"['Bongeun Goo', 'Joohee Lee', 'Hyun Chung']",2,2019-01-31,Design of reliability critical system using axiomatic design with FMECA,10.1016/j.ijnaoe.2017.11.004,S2092678217301966
70,Ocean Engineering,"[""M. P. O'Neill"", 'A. L. Osuchowski', 'R. Ross']",3,2023-09-15,Integrated and data Science-informed seabed characterisation for optimised foundation design,10.1016/j.oceaneng.2023.115095,S0029801823014798
71,International Journal of Naval Architecture and Ocean Engineering,"['Thi Loan Mai', 'Myungjun Jeon', 'Jooho Lee']",3,2023-07-02,Establishment of empirical formulae for hydrodynamic derivatives of submarine considering design parameters,10.1016/j.ijnaoe.2023.100537,S2092678223000262
72,Ocean Engineering,"['John Saveca', 'Yanxia Sun', 'Zenghui Wang']",3,2023-09-15,Machine learning and particle swarm inspired success history based adaptive multi-objective differential evolution for optimization of heaving buoy point absorber,10.1016/j.oceaneng.2023.115189,S0029801823015731
73,Ocean Engineering,"['Tongtong Wang', 'Robert Skulstad', 'Houxiang Zhang']",3,2023-09-01,Knowledge transfer strategy for enhancement of ship maneuvering model,10.1016/j.oceaneng.2023.115122,S0029801823015068
74,Ocean Engineering,"['Yi Liu', 'Jian-Min Zhang', 'Zhen-Zhong Hu']",3,2023-09-01,A digital twin-based framework for simulation and monitoring analysis of floating wind turbine structures,10.1016/j.oceaneng.2023.115009,S0029801823013938
75,Ocean Engineering,"['Mingyang Zhang', 'Pentti Kujala', 'Spyros Hirdaris']",3,2023-09-01,A machine learning method for the prediction of ship motion trajectories in real operational conditions,10.1016/j.oceaneng.2023.114905,S0029801823012891
76,Journal of Ocean Engineering and Science,"['Yiwei Zhang', 'Rongxin Cui', 'Fei Deng']",3,2023-06-15,Geometric and non-geometric impact on Coanda effect propulsion device for UUV application,10.1016/j.joes.2023.06.001,S2468013323000311
77,Ocean Engineering,"['Raphaël E. G. Mounet', 'Jiaxin Chen', 'Edward C. C. Steele']",3,2023-08-01,Deriving spatial wave data from a network of buoys and ships,10.1016/j.oceaneng.2023.114892,S0029801823012763
78,Ocean Engineering,['Aritra Ghosh'],3,2023-08-01,"A comprehensive review of water based PV: Flotavoltaics, under water, offshore & canal top",10.1016/j.oceaneng.2023.115044,S0029801823014282
79,Ocean Engineering,"['Weicheng Lei', 'Jikang Chen', 'Xueying Yu']",3,2023-08-01,CFD-assisted linearized frequency-domain analysis of motion and structural loads for floating structures with damping plates,10.1016/j.oceaneng.2023.114924,S0029801823013082
80,Ocean Engineering,"['Ehsan Javanmard', 'Javad A. Mehr', 'Michael R. Davis']",3,2023-08-01,An experimental investigation of the effect of ride control systems on the motions response of high-speed catamarans in irregular waves,10.1016/j.oceaneng.2023.114899,S0029801823012830
81,Journal of Ocean Engineering and Science,"['Shangzhe Xin', 'Yiting Wang', 'Dongrong Zhou']",3,2023-06-02,A novel multi-module coupled algorithm for the wreck off-bottom simulation,10.1016/j.joes.2023.05.003,S2468013323000281
82,Ocean Engineering,"['Amin Al-Habaibeh', 'Lama Hamadeh', 'James McCague']",3,2023-08-01,Experimental study for evaluating the response of the power take off of a point absorber wave energy generation system using a hydraulic wave simulator,10.1016/j.oceaneng.2023.114906,S0029801823012908
83,Ocean Engineering,"['Rasul Niazmand Bilandi', 'Abbas Dashtimanesh', 'Luigi Vitiello']",3,2023-07-15,Comparative study of experimental and CFD results for stepped planing hulls,10.1016/j.oceaneng.2023.114887,S0029801823012714
84,Ocean Engineering,"['Alexander B. Phillips', 'Robert Templeton', 'Maaten Furlong']",3,2023-07-15,Autosub Long Range 1500: A continuous 2000 km field trial,10.1016/j.oceaneng.2023.114626,S0029801823010107
85,Ocean Engineering,"['Soon Ho Yoon', 'Jihoon Kim', 'Jin Bum Moon']",3,2023-07-15,Fatigue evaluation test method using the inertia generator for the ultra-large offshore wind turbine blade,10.1016/j.oceaneng.2023.114802,S0029801823011861
86,Ocean Engineering,"['Giulia Cademartori', 'Luca Oneto', 'Davide Anguita']",3,2023-07-15,A review on ship motions and quiescent periods prediction models,10.1016/j.oceaneng.2023.114822,S0029801823012064
87,Ocean Engineering,"['Ho-Seong Yang', 'Watchara Tongphong', 'Young-Ho Lee']",3,2023-08-01,Comparison of different fidelity hydrodynamic-aerodynamic coupled simulation code on the 10 MW semi-submersible type floating offshore wind turbine,10.1016/j.oceaneng.2023.114736,S0029801823011204
88,Ocean Engineering,"['D. Vassalos', 'D. Paterson', 'F. Mauro']",3,2023-08-01,Real-time flooding risk evaluation for ship-to-ship collisions based on first principles,10.1016/j.oceaneng.2023.114847,S0029801823012313
89,Ocean Engineering,"['Ruochen Yang', 'Jens Einar Bremnes', 'Ingrid Bouwer Utne']",3,2023-08-01,Online risk modeling of autonomous marine systems: Case study of autonomous operations under sea ice,10.1016/j.oceaneng.2023.114765,S0029801823011496
90,Ocean Engineering,"['S. H. Chow', ""C. D. O'Loughlin"", 'F. C. Chow']",3,2023-07-15,A comparative field study of free-fall cone and sphere penetrometers in soft sediment,10.1016/j.oceaneng.2023.114094,S002980182300478X
91,Ocean Engineering,"['M. Tadros', 'M. Ventura', 'C. Guedes Soares']",3,2023-07-15,"Review of current regulations, available technologies, and future trends in the green shipping industry",10.1016/j.oceaneng.2023.114670,S0029801823010545
92,Ocean Engineering,"['Çağlar Karatuğ', 'Yasin Arslanoğlu', 'C. Guedes Soares']",3,2023-08-01,Design of a decision support system to achieve condition-based maintenance in ship machinery systems,10.1016/j.oceaneng.2023.114611,S0029801823009952
93,Ocean Engineering,"['Malin Göteman', 'Zahra Shahroozi', 'Jens Engström']",3,2023-07-15,Resilience of wave energy farms using metocean dependent failure rates and repair operations,10.1016/j.oceaneng.2023.114678,S0029801823010624
94,Ocean Engineering,"['Øystein Volden', 'David Cabecinhas', 'Thor I. Fossen']",3,2023-07-15,Development and experimental evaluation of visual-acoustic navigation for safe maneuvering of unmanned surface vehicles in harbor and waterway areas,10.1016/j.oceaneng.2023.114675,S0029801823010594
95,Journal of Ocean Engineering and Science,"['Minxi Zhang', 'Hanyan Zhao', 'Guoliang Yu']",4,2023-06-28,Numerical study of the flow at a vertical pile with net-like scour protection matt,10.1016/j.joes.2023.06.002,S2468013323000335
96,Ocean Engineering,"['Yi Liu', 'Jian-Min Zhang', 'Zhen-Zhong Hu']",4,2023-09-01,A digital twin-based framework for simulation and monitoring analysis of floating wind turbine structures,10.1016/j.oceaneng.2023.115009,S0029801823013938
97,Ocean Engineering,"['Eva Romano-Moreno', 'Gabriel Diaz-Hernandez', 'Javier L. Lara']",4,2023-09-01,Multivariate assessment of port operability and downtime based on the wave-induced response of moored ships at berths,10.1016/j.oceaneng.2023.115053,S0029801823014373
98,International Journal of Naval Architecture and Ocean Engineering,"['Pengpeng He', 'Ziru Li', 'Wei He']",4,2023-06-17,Prediction of cavitation dynamics and cavitation erosion around a three-dimensional twisted hydrofoil with an LES method,10.1016/j.ijnaoe.2023.100536,S2092678223000250
99,Ocean Engineering,"['Mingyang Zhang', 'Pentti Kujala', 'Spyros Hirdaris']",4,2023-09-01,A machine learning method for the prediction of ship motion trajectories in real operational conditions,10.1016/j.oceaneng.2023.114905,S0029801823012891
100,Ocean Engineering,"['Martin Albertsen Brandt', 'Sverre Herland', 'Esten Ingar Grøtli']",4,2023-08-15,Towards autonomous contact-free operations in aquaculture,10.1016/j.oceaneng.2023.115005,S0029801823013896
101,Ocean Engineering,"['Haichao Chang', 'Zuyuan Liu', 'Qiang Zheng']",4,2023-08-01,Sampling method for hull form optimization based on the morphing method and its application,10.1016/j.oceaneng.2023.114715,S0029801823010995
102,Ocean Engineering,"['Ravindra B. Kudupudi', 'Ranadev Datta', 'C. G. Soares']",4,2023-08-01,Modelling green water loads on ships using coupled impulse response function and CFD solution,10.1016/j.oceaneng.2023.114918,S0029801823013021
103,Ocean Engineering,"['Ali Tolooiyan', 'Kenneth Gavin', 'Ashley P. Dyson']",4,2023-08-01,Estimation of spudcan penetration in variable sand deposits with the Arbitrary Lagrangian Eulerian Finite Element Method,10.1016/j.oceaneng.2023.114955,S0029801823013392
104,Ocean Engineering,"['Amin Al-Habaibeh', 'Lama Hamadeh', 'James McCague']",4,2023-08-01,Experimental study for evaluating the response of the power take off of a point absorber wave energy generation system using a hydraulic wave simulator,10.1016/j.oceaneng.2023.114906,S0029801823012908
105,Ocean Engineering,"['Abolfazl Abdolahifar', 'Mahdi Azizi', 'Amir Zanj']",4,2023-07-15,Flow structure and performance analysis of Darrieus vertical axis turbines with swept blades: A critical case study on V-shaped blades,10.1016/j.oceaneng.2023.114857,S0029801823012416
106,Ocean Engineering,"['Rasul Niazmand Bilandi', 'Abbas Dashtimanesh', 'Luigi Vitiello']",4,2023-07-15,Comparative study of experimental and CFD results for stepped planing hulls,10.1016/j.oceaneng.2023.114887,S0029801823012714
107,Ocean Engineering,"['Ruochen Yang', 'Jens Einar Bremnes', 'Ingrid Bouwer Utne']",4,2023-08-01,Online risk modeling of autonomous marine systems: Case study of autonomous operations under sea ice,10.1016/j.oceaneng.2023.114765,S0029801823011496
108,Ocean Engineering,"['M. Tadros', 'M. Ventura', 'C. Guedes Soares']",4,2023-07-15,"Review of current regulations, available technologies, and future trends in the green shipping industry",10.1016/j.oceaneng.2023.114670,S0029801823010545
109,Ocean Engineering,"['H. R. Díaz-Ojeda', 'F. Pérez-Arribas', 'Stephen R. Turnock']",4,2023-08-01,The influence of dihedral bulbous bows on the resistance of small fishing vessels: A numerical study,10.1016/j.oceaneng.2023.114661,S0029801823010454
110,Ocean Engineering,"['A. J. Cebada-Relea', 'M. López', 'M. Aenlle']",4,2023-07-15,Short-term analysis of extreme wave-induced forces on the connections of a floating breakwater,10.1016/j.oceaneng.2023.114579,S0029801823009630
111,Ocean Engineering,"['Yan Liang', 'Yu Chen', 'Yichi Zhang']",4,2023-07-15,Research on the broadband source localization of a vector hydrophone vertical line array in the deep sea,10.1016/j.oceaneng.2023.114656,S0029801823010405
112,Ocean Engineering,"['Gowtham Radhakrishnan', 'Xu Han', 'Svein Sævik']",4,2023-06-15,Calibration of high-fidelity hydrodynamic models utilizing on-site vessel response measurements,10.1016/j.oceaneng.2023.114076,S0029801823004602
113,Ocean Engineering,"['Salem Okpokparoro', 'Srinivas Sriramula']",4,2023-06-15,Reliability analysis of floating wind turbine dynamic cables under realistic environmental loads,10.1016/j.oceaneng.2023.114594,S0029801823009782
114,Ocean Engineering,"['Fan Gao', 'Frode Bloch', 'Astrid H. Brodtkorb']",4,2023-07-15,Novel combinator surface concept for efficiency optimization of ship propulsion system,10.1016/j.oceaneng.2023.114489,S0029801823008739
115,Ocean Engineering,"['Savas Sezen', 'Mehmet Atlar']",4,2023-07-01,Marine propeller underwater radiated noise prediction with the FWH acoustic analogy Part 1: Assessment of model scale propeller hydroacoustic performance under uniform and inclined flow conditions,10.1016/j.oceaneng.2023.114552,S0029801823009368
116,Ocean Engineering,"['Angelos Ikonomakis', 'Klaus Kähler Holst', 'Ulrik Dam Nielsen']",4,2023-07-01,Estimating speed-through-water by Dynamic Factor Models fusing metocean and propeller data,10.1016/j.oceaneng.2023.114523,S0029801823009071
117,Ocean Engineering,"['Haonan Tian', 'Mohsen N. Soltani', 'Morten Eggert Nielsen']",4,2023-06-15,Review of floating wind turbine damping technology,10.1016/j.oceaneng.2023.114365,S0029801823007497
118,Ocean Engineering,"['Jingru Xing', 'Songgui Chen', 'Liang Yang']",4,2023-06-15,Numerical modelling of oil containment process under current and waves,10.1016/j.oceaneng.2023.114356,S0029801823007400
119,Ocean Engineering,"['Stian H. Sørum', 'Nuno Fonseca', 'Rui Pedro Faria']",4,2023-06-15,Assessment of nylon versus polyester ropes for mooring of floating wind turbines,10.1016/j.oceaneng.2023.114339,S0029801823007230
