index,doi,buzz_id,category,subword,count
19,10.1016/j.advwatres.2023.104463,16,Voice User Interface (VUI),natural language processing,1
19,10.1016/j.advwatres.2023.104463,18,Data Mining,natural language processing,1
19,10.1016/j.advwatres.2023.104463,18,Data Mining,neural networks,9
19,10.1016/j.advwatres.2023.104463,18,Data Mining,deep learning,15
19,10.1016/j.advwatres.2023.104463,18,Data Mining,overfitting,3
19,10.1016/j.advwatres.2023.104463,20,Chatbots,natural language processing,1
24,10.1016/j.advwatres.2023.104442,0,AI and Machine Learning,machine learning,5
24,10.1016/j.advwatres.2023.104442,0,AI and Machine Learning,classification,2
24,10.1016/j.advwatres.2023.104442,0,AI and Machine Learning,regression,3
24,10.1016/j.advwatres.2023.104442,0,AI and Machine Learning,neural network,17
24,10.1016/j.advwatres.2023.104442,0,AI and Machine Learning,transfer learning,1
24,10.1016/j.advwatres.2023.104442,0,AI and Machine Learning,object detection,1
24,10.1016/j.advwatres.2023.104442,0,AI and Machine Learning,batch normalization,2
24,10.1016/j.advwatres.2023.104442,7,Modeling,simulation,41
24,10.1016/j.advwatres.2023.104442,7,Modeling,model validation,1
24,10.1016/j.advwatres.2023.104442,10,5G,network architecture,2
24,10.1016/j.advwatres.2023.104442,12,Data Analytics,data analysis,1
24,10.1016/j.advwatres.2023.104442,18,Data Mining,neural networks,9
24,10.1016/j.advwatres.2023.104442,18,Data Mining,deep learning,12
24,10.1016/j.advwatres.2023.104442,18,Data Mining,model evaluation,1
24,10.1016/j.advwatres.2023.104442,18,Data Mining,overfitting,7
24,10.1016/j.advwatres.2023.104442,20,Chatbots,machine learning models,1
24,10.1016/j.advwatres.2023.104442,28,Web Applications,java,1
64,10.1016/j.advwatres.2023.104384,0,AI and Machine Learning,artificial intelligence,2
64,10.1016/j.advwatres.2023.104384,0,AI and Machine Learning,machine learning,11
64,10.1016/j.advwatres.2023.104384,0,AI and Machine Learning,classification,4
64,10.1016/j.advwatres.2023.104384,0,AI and Machine Learning,decision tree,6
64,10.1016/j.advwatres.2023.104384,0,AI and Machine Learning,random forest,2
64,10.1016/j.advwatres.2023.104384,0,AI and Machine Learning,support vector machine,1
64,10.1016/j.advwatres.2023.104384,0,AI and Machine Learning,nearest neighbor,1
64,10.1016/j.advwatres.2023.104384,0,AI and Machine Learning,regression,11
64,10.1016/j.advwatres.2023.104384,0,AI and Machine Learning,gradient descent,3
64,10.1016/j.advwatres.2023.104384,0,AI and Machine Learning,backpropagation,3
64,10.1016/j.advwatres.2023.104384,0,AI and Machine Learning,neural network,30
64,10.1016/j.advwatres.2023.104384,0,AI and Machine Learning,long short term memory,1
64,10.1016/j.advwatres.2023.104384,0,AI and Machine Learning,semantic segmentation,3
64,10.1016/j.advwatres.2023.104384,1,Big Data,data processing,1
64,10.1016/j.advwatres.2023.104384,2,Blockchain and Cryptocurrency,solidity,1
64,10.1016/j.advwatres.2023.104384,7,Modeling,simulation,3
64,10.1016/j.advwatres.2023.104384,7,Modeling,model prediction,1
64,10.1016/j.advwatres.2023.104384,14,Nanotechnology,nanoscale,1
64,10.1016/j.advwatres.2023.104384,18,Data Mining,decision trees,4
64,10.1016/j.advwatres.2023.104384,18,Data Mining,neural networks,7
64,10.1016/j.advwatres.2023.104384,18,Data Mining,deep learning,9
64,10.1016/j.advwatres.2023.104384,18,Data Mining,overfitting,4
77,10.1016/j.advwatres.2022.104359,0,AI and Machine Learning,regression,14
77,10.1016/j.advwatres.2022.104359,7,Modeling,simulation,15
77,10.1016/j.advwatres.2022.104359,12,Data Analytics,data analysis,4
94,10.1016/j.advwatres.2022.104308,0,AI and Machine Learning,machine learning,2
94,10.1016/j.advwatres.2022.104308,0,AI and Machine Learning,supervised learning,1
94,10.1016/j.advwatres.2022.104308,0,AI and Machine Learning,unsupervised learning,1
94,10.1016/j.advwatres.2022.104308,0,AI and Machine Learning,reinforcement learning,16
94,10.1016/j.advwatres.2022.104308,0,AI and Machine Learning,regression,4
94,10.1016/j.advwatres.2022.104308,0,AI and Machine Learning,neural network,11
94,10.1016/j.advwatres.2022.104308,0,AI and Machine Learning,q learning,2
94,10.1016/j.advwatres.2022.104308,0,AI and Machine Learning,policy gradient method,2
94,10.1016/j.advwatres.2022.104308,0,AI and Machine Learning,markov decision process,2
94,10.1016/j.advwatres.2022.104308,7,Modeling,simulation,28
94,10.1016/j.advwatres.2022.104308,18,Data Mining,neural networks,3
94,10.1016/j.advwatres.2022.104308,18,Data Mining,reinforcement learning,16
94,10.1016/j.advwatres.2022.104308,22,Smart Cities,renewable energy,2
97,10.1016/j.advwatres.2022.104300,0,AI and Machine Learning,machine learning,4
97,10.1016/j.advwatres.2022.104300,0,AI and Machine Learning,regression,25
97,10.1016/j.advwatres.2022.104300,0,AI and Machine Learning,neural network,1
97,10.1016/j.advwatres.2022.104300,0,AI and Machine Learning,long short term memory,1
97,10.1016/j.advwatres.2022.104300,1,Big Data,data integration,1
97,10.1016/j.advwatres.2022.104300,7,Modeling,simulation,2
97,10.1016/j.advwatres.2022.104300,7,Modeling,model parameters,3
97,10.1016/j.advwatres.2022.104300,12,Data Analytics,data integration,1
97,10.1016/j.advwatres.2022.104300,18,Data Mining,clustering,11
97,10.1016/j.advwatres.2022.104300,18,Data Mining,k means,3
97,10.1016/j.advwatres.2022.104300,18,Data Mining,neural networks,1
97,10.1016/j.advwatres.2022.104300,18,Data Mining,data integration,1
99,10.1016/j.advwatres.2022.104287,0,AI and Machine Learning,classification,31
99,10.1016/j.advwatres.2022.104287,1,Big Data,data management,1
99,10.1016/j.advwatres.2022.104287,5,Cybersecurity,risk assessment,1
99,10.1016/j.advwatres.2022.104287,7,Modeling,simulation,27
99,10.1016/j.advwatres.2022.104287,7,Modeling,model calibration,3
99,10.1016/j.advwatres.2022.104287,7,Modeling,model parameters,1
99,10.1016/j.advwatres.2022.104287,7,Modeling,model accuracy,4
99,10.1016/j.advwatres.2022.104287,19,Predictive Analysis,risk assessment,1
99,10.1016/j.advwatres.2022.104287,19,Predictive Analysis,risk management,1
99,10.1016/j.advwatres.2022.104287,22,Smart Cities,sustainable development,1
106,10.1016/j.advwatres.2022.104274,0,AI and Machine Learning,artificial intelligence,1
106,10.1016/j.advwatres.2022.104274,0,AI and Machine Learning,machine learning,4
106,10.1016/j.advwatres.2022.104274,0,AI and Machine Learning,classification,30
106,10.1016/j.advwatres.2022.104274,0,AI and Machine Learning,decision tree,17
106,10.1016/j.advwatres.2022.104274,0,AI and Machine Learning,random forest,8
106,10.1016/j.advwatres.2022.104274,0,AI and Machine Learning,support vector machine,1
106,10.1016/j.advwatres.2022.104274,0,AI and Machine Learning,regression,13
106,10.1016/j.advwatres.2022.104274,0,AI and Machine Learning,neural network,3
106,10.1016/j.advwatres.2022.104274,0,AI and Machine Learning,long short term memory,2
106,10.1016/j.advwatres.2022.104274,0,AI and Machine Learning,gated recurrent unit,1
106,10.1016/j.advwatres.2022.104274,1,Big Data,data processing,1
106,10.1016/j.advwatres.2022.104274,1,Big Data,data transformation,1
106,10.1016/j.advwatres.2022.104274,7,Modeling,simulation,50
106,10.1016/j.advwatres.2022.104274,7,Modeling,model prediction,1
106,10.1016/j.advwatres.2022.104274,7,Modeling,model accuracy,1
106,10.1016/j.advwatres.2022.104274,7,Modeling,model application,1
106,10.1016/j.advwatres.2022.104274,7,Modeling,model complexity,2
106,10.1016/j.advwatres.2022.104274,12,Data Analytics,data transformation,1
106,10.1016/j.advwatres.2022.104274,18,Data Mining,data mining,1
106,10.1016/j.advwatres.2022.104274,18,Data Mining,decision trees,7
106,10.1016/j.advwatres.2022.104274,18,Data Mining,dimensionality reduction,1
106,10.1016/j.advwatres.2022.104274,18,Data Mining,feature selection,1
106,10.1016/j.advwatres.2022.104274,18,Data Mining,neural networks,1
106,10.1016/j.advwatres.2022.104274,18,Data Mining,overfitting,5
106,10.1016/j.advwatres.2022.104274,18,Data Mining,data cleaning,1
106,10.1016/j.advwatres.2022.104274,18,Data Mining,data preprocessing,5
106,10.1016/j.advwatres.2022.104274,20,Chatbots,machine learning models,2
138,10.1016/j.advwatres.2022.104239,0,AI and Machine Learning,neural network,1
138,10.1016/j.advwatres.2022.104239,7,Modeling,simulation,28
138,10.1016/j.advwatres.2022.104239,7,Modeling,model validation,2
138,10.1016/j.advwatres.2022.104239,14,Nanotechnology,nanoscale,26
138,10.1016/j.advwatres.2022.104239,14,Nanotechnology,nanotube,1
138,10.1016/j.advwatres.2022.104239,14,Nanotechnology,nanofluidic,1
138,10.1016/j.advwatres.2022.104239,14,Nanotechnology,carbon nanotube,1
138,10.1016/j.advwatres.2022.104239,14,Nanotechnology,nanofluid,1
138,10.1016/j.advwatres.2022.104239,18,Data Mining,neural networks,1
140,10.1016/j.advwatres.2022.104243,0,AI and Machine Learning,machine learning,5
140,10.1016/j.advwatres.2022.104243,0,AI and Machine Learning,support vector machine,1
140,10.1016/j.advwatres.2022.104243,0,AI and Machine Learning,neural network,17
140,10.1016/j.advwatres.2022.104243,0,AI and Machine Learning,long short term memory,1
140,10.1016/j.advwatres.2022.104243,7,Modeling,simulation,15
140,10.1016/j.advwatres.2022.104243,7,Modeling,model application,1
140,10.1016/j.advwatres.2022.104243,8,NLP,natural language processing,1
140,10.1016/j.advwatres.2022.104243,10,5G,network architecture,2
140,10.1016/j.advwatres.2022.104243,16,Voice User Interface (VUI),natural language processing,1
140,10.1016/j.advwatres.2022.104243,18,Data Mining,natural language processing,1
140,10.1016/j.advwatres.2022.104243,18,Data Mining,neural networks,4
140,10.1016/j.advwatres.2022.104243,18,Data Mining,deep learning,11
140,10.1016/j.advwatres.2022.104243,18,Data Mining,genetic algorithms,1
140,10.1016/j.advwatres.2022.104243,18,Data Mining,model evaluation,2
140,10.1016/j.advwatres.2022.104243,20,Chatbots,natural language processing,1
140,10.1016/j.advwatres.2022.104243,20,Chatbots,machine learning models,1
140,10.1016/j.advwatres.2022.104243,22,Smart Cities,water management,1
142,10.1016/j.advwatres.2022.104203,0,AI and Machine Learning,regression,13
142,10.1016/j.advwatres.2022.104203,7,Modeling,simulation,9
142,10.1016/j.advwatres.2022.104203,7,Modeling,model accuracy,1
160,10.1016/j.advwatres.2022.104217,0,AI and Machine Learning,machine learning,3
160,10.1016/j.advwatres.2022.104217,0,AI and Machine Learning,classification,1
160,10.1016/j.advwatres.2022.104217,0,AI and Machine Learning,support vector machine,1
160,10.1016/j.advwatres.2022.104217,0,AI and Machine Learning,regression,2
160,10.1016/j.advwatres.2022.104217,0,AI and Machine Learning,gradient descent,1
160,10.1016/j.advwatres.2022.104217,0,AI and Machine Learning,stochastic gradient descent,1
160,10.1016/j.advwatres.2022.104217,0,AI and Machine Learning,neural network,6
160,10.1016/j.advwatres.2022.104217,0,AI and Machine Learning,long short term memory,1
160,10.1016/j.advwatres.2022.104217,0,AI and Machine Learning,attention mechanism,10
160,10.1016/j.advwatres.2022.104217,0,AI and Machine Learning,word embedding,1
160,10.1016/j.advwatres.2022.104217,0,AI and Machine Learning,word2vec,1
160,10.1016/j.advwatres.2022.104217,7,Modeling,simulation,12
160,10.1016/j.advwatres.2022.104217,7,Modeling,model parameters,2
160,10.1016/j.advwatres.2022.104217,8,NLP,nlp,2
160,10.1016/j.advwatres.2022.104217,8,NLP,natural language processing,1
160,10.1016/j.advwatres.2022.104217,8,NLP,text classification,1
160,10.1016/j.advwatres.2022.104217,8,NLP,machine translation,2
160,10.1016/j.advwatres.2022.104217,16,Voice User Interface (VUI),natural language processing,1
160,10.1016/j.advwatres.2022.104217,18,Data Mining,natural language processing,1
160,10.1016/j.advwatres.2022.104217,18,Data Mining,neural networks,4
160,10.1016/j.advwatres.2022.104217,18,Data Mining,deep learning,7
160,10.1016/j.advwatres.2022.104217,18,Data Mining,overfitting,2
160,10.1016/j.advwatres.2022.104217,20,Chatbots,nlp,2
160,10.1016/j.advwatres.2022.104217,20,Chatbots,natural language processing,1
160,10.1016/j.advwatres.2022.104217,20,Chatbots,machine learning models,1
160,10.1016/j.advwatres.2022.104217,26,Serverless Computing,function composition,3
166,10.1016/j.advwatres.2022.104166,0,AI and Machine Learning,machine learning,17
166,10.1016/j.advwatres.2022.104166,0,AI and Machine Learning,supervised learning,2
166,10.1016/j.advwatres.2022.104166,0,AI and Machine Learning,regression,18
166,10.1016/j.advwatres.2022.104166,0,AI and Machine Learning,gradient descent,1
166,10.1016/j.advwatres.2022.104166,0,AI and Machine Learning,backpropagation,1
166,10.1016/j.advwatres.2022.104166,0,AI and Machine Learning,stochastic gradient descent,1
166,10.1016/j.advwatres.2022.104166,0,AI and Machine Learning,neural network,17
166,10.1016/j.advwatres.2022.104166,0,AI and Machine Learning,long short term memory,2
166,10.1016/j.advwatres.2022.104166,1,Big Data,data quality,1
166,10.1016/j.advwatres.2022.104166,7,Modeling,simulation,17
166,10.1016/j.advwatres.2022.104166,7,Modeling,model accuracy,2
166,10.1016/j.advwatres.2022.104166,7,Modeling,model results,2
166,10.1016/j.advwatres.2022.104166,8,NLP,natural language processing,1
166,10.1016/j.advwatres.2022.104166,10,5G,network architecture,1
166,10.1016/j.advwatres.2022.104166,12,Data Analytics,data quality,1
166,10.1016/j.advwatres.2022.104166,16,Voice User Interface (VUI),natural language processing,1
166,10.1016/j.advwatres.2022.104166,18,Data Mining,natural language processing,1
166,10.1016/j.advwatres.2022.104166,18,Data Mining,neural networks,11
166,10.1016/j.advwatres.2022.104166,18,Data Mining,deep learning,1
166,10.1016/j.advwatres.2022.104166,18,Data Mining,overfitting,3
166,10.1016/j.advwatres.2022.104166,18,Data Mining,underfitting,6
166,10.1016/j.advwatres.2022.104166,20,Chatbots,natural language processing,1
170,10.1016/j.advwatres.2022.104169,0,AI and Machine Learning,machine learning,1
170,10.1016/j.advwatres.2022.104169,0,AI and Machine Learning,regression,8
170,10.1016/j.advwatres.2022.104169,0,AI and Machine Learning,neural network,11
170,10.1016/j.advwatres.2022.104169,0,AI and Machine Learning,attention mechanism,2
170,10.1016/j.advwatres.2022.104169,0,AI and Machine Learning,generative adversarial network,1
170,10.1016/j.advwatres.2022.104169,0,AI and Machine Learning,semantic segmentation,1
170,10.1016/j.advwatres.2022.104169,0,AI and Machine Learning,batch normalization,4
170,10.1016/j.advwatres.2022.104169,0,AI and Machine Learning,style transfer,1
170,10.1016/j.advwatres.2022.104169,7,Modeling,simulation,10
170,10.1016/j.advwatres.2022.104169,7,Modeling,model prediction,2
170,10.1016/j.advwatres.2022.104169,7,Modeling,model parameters,2
170,10.1016/j.advwatres.2022.104169,7,Modeling,model uncertainty,1
170,10.1016/j.advwatres.2022.104169,8,NLP,machine translation,1
170,10.1016/j.advwatres.2022.104169,10,5G,network architecture,5
170,10.1016/j.advwatres.2022.104169,18,Data Mining,neural networks,7
170,10.1016/j.advwatres.2022.104169,18,Data Mining,deep learning,4
170,10.1016/j.advwatres.2022.104169,18,Data Mining,model evaluation,1
170,10.1016/j.advwatres.2022.104169,18,Data Mining,overfitting,1
170,10.1016/j.advwatres.2022.104169,19,Predictive Analysis,risk management,1
180,10.1016/j.advwatres.2022.104146,0,AI and Machine Learning,machine learning,1
180,10.1016/j.advwatres.2022.104146,0,AI and Machine Learning,supervised learning,2
180,10.1016/j.advwatres.2022.104146,0,AI and Machine Learning,unsupervised learning,2
180,10.1016/j.advwatres.2022.104146,5,Cybersecurity,risk assessment,1
180,10.1016/j.advwatres.2022.104146,7,Modeling,simulation,32
180,10.1016/j.advwatres.2022.104146,7,Modeling,model simplification,1
180,10.1016/j.advwatres.2022.104146,18,Data Mining,clustering,70
180,10.1016/j.advwatres.2022.104146,18,Data Mining,k means,2
180,10.1016/j.advwatres.2022.104146,18,Data Mining,principal component analysis,1
180,10.1016/j.advwatres.2022.104146,18,Data Mining,feature selection,1
180,10.1016/j.advwatres.2022.104146,19,Predictive Analysis,risk assessment,1
188,10.1016/j.advwatres.2022.104126,0,AI and Machine Learning,classification,9
188,10.1016/j.advwatres.2022.104126,0,AI and Machine Learning,regression,1
188,10.1016/j.advwatres.2022.104126,7,Modeling,simulation,36
188,10.1016/j.advwatres.2022.104126,7,Modeling,model validation,1
188,10.1016/j.advwatres.2022.104126,7,Modeling,model development,1
188,10.1016/j.advwatres.2022.104126,7,Modeling,model comparison,1
188,10.1016/j.advwatres.2022.104126,7,Modeling,model results,1
188,10.1016/j.advwatres.2022.104126,18,Data Mining,deep learning,3
189,10.1016/j.advwatres.2022.104130,0,AI and Machine Learning,classification,9
189,10.1016/j.advwatres.2022.104130,0,AI and Machine Learning,neural network,1
189,10.1016/j.advwatres.2022.104130,1,Big Data,data processing,1
189,10.1016/j.advwatres.2022.104130,7,Modeling,simulation,4
189,10.1016/j.advwatres.2022.104130,12,Data Analytics,data classification,1
189,10.1016/j.advwatres.2022.104130,18,Data Mining,clustering,14
189,10.1016/j.advwatres.2022.104130,18,Data Mining,k means,15
189,10.1016/j.advwatres.2022.104130,18,Data Mining,neural networks,1
193,10.1016/j.advwatres.2022.104122,7,Modeling,2d model,1
193,10.1016/j.advwatres.2022.104122,7,Modeling,simulation,22
193,10.1016/j.advwatres.2022.104122,18,Data Mining,clustering,2
193,10.1016/j.advwatres.2022.104122,28,Web Applications,java,12
201,10.1016/j.advwatres.2021.104075,0,AI and Machine Learning,machine learning,1
201,10.1016/j.advwatres.2021.104075,0,AI and Machine Learning,nearest neighbor,1
201,10.1016/j.advwatres.2021.104075,0,AI and Machine Learning,regression,19
201,10.1016/j.advwatres.2021.104075,1,Big Data,data consistency,2
201,10.1016/j.advwatres.2021.104075,3,IoT,sensor network,1
201,10.1016/j.advwatres.2021.104075,5,Cybersecurity,risk assessment,1
201,10.1016/j.advwatres.2021.104075,7,Modeling,simulation,15
201,10.1016/j.advwatres.2021.104075,7,Modeling,model input data,1
201,10.1016/j.advwatres.2021.104075,7,Modeling,model accuracy,2
201,10.1016/j.advwatres.2021.104075,7,Modeling,model comparison,1
201,10.1016/j.advwatres.2021.104075,7,Modeling,model limitations,1
201,10.1016/j.advwatres.2021.104075,18,Data Mining,model evaluation,2
201,10.1016/j.advwatres.2021.104075,19,Predictive Analysis,risk assessment,1
201,10.1016/j.advwatres.2021.104075,22,Smart Cities,water management,3
201,10.1016/j.advwatres.2021.104075,22,Smart Cities,sensor network,1
202,10.1016/j.advwatres.2021.104110,0,AI and Machine Learning,machine learning,8
202,10.1016/j.advwatres.2021.104110,0,AI and Machine Learning,classification,1
202,10.1016/j.advwatres.2021.104110,0,AI and Machine Learning,random forest,3
202,10.1016/j.advwatres.2021.104110,0,AI and Machine Learning,nearest neighbor,4
202,10.1016/j.advwatres.2021.104110,0,AI and Machine Learning,regression,5
202,10.1016/j.advwatres.2021.104110,0,AI and Machine Learning,neural network,1
202,10.1016/j.advwatres.2021.104110,7,Modeling,mike,32
202,10.1016/j.advwatres.2021.104110,7,Modeling,geographic information system,1
202,10.1016/j.advwatres.2021.104110,7,Modeling,spatial data,1
202,10.1016/j.advwatres.2021.104110,7,Modeling,simulation,7
202,10.1016/j.advwatres.2021.104110,7,Modeling,model parameters,8
202,10.1016/j.advwatres.2021.104110,7,Modeling,model comparison,1
202,10.1016/j.advwatres.2021.104110,7,Modeling,model results,2
202,10.1016/j.advwatres.2021.104110,18,Data Mining,neural networks,1
202,10.1016/j.advwatres.2021.104110,18,Data Mining,support vector regression,3
215,10.1016/j.advwatres.2021.104076,0,AI and Machine Learning,machine learning,6
215,10.1016/j.advwatres.2021.104076,0,AI and Machine Learning,classification,2
215,10.1016/j.advwatres.2021.104076,0,AI and Machine Learning,decision tree,8
215,10.1016/j.advwatres.2021.104076,0,AI and Machine Learning,random forest,1
215,10.1016/j.advwatres.2021.104076,0,AI and Machine Learning,support vector machine,1
215,10.1016/j.advwatres.2021.104076,0,AI and Machine Learning,regression,48
215,10.1016/j.advwatres.2021.104076,5,Cybersecurity,risk assessment,1
215,10.1016/j.advwatres.2021.104076,7,Modeling,spatial data,3
215,10.1016/j.advwatres.2021.104076,7,Modeling,simulation,1
215,10.1016/j.advwatres.2021.104076,7,Modeling,model development,2
215,10.1016/j.advwatres.2021.104076,12,Data Analytics,data analysis,1
215,10.1016/j.advwatres.2021.104076,18,Data Mining,decision trees,4
215,10.1016/j.advwatres.2021.104076,18,Data Mining,principal component analysis,1
215,10.1016/j.advwatres.2021.104076,18,Data Mining,feature selection,1
215,10.1016/j.advwatres.2021.104076,18,Data Mining,support vector regression,2
215,10.1016/j.advwatres.2021.104076,18,Data Mining,overfitting,2
215,10.1016/j.advwatres.2021.104076,19,Predictive Analysis,risk assessment,1
230,10.1016/j.advwatres.2021.104064,0,AI and Machine Learning,artificial intelligence,1
230,10.1016/j.advwatres.2021.104064,0,AI and Machine Learning,machine learning,2
230,10.1016/j.advwatres.2021.104064,0,AI and Machine Learning,supervised learning,1
230,10.1016/j.advwatres.2021.104064,0,AI and Machine Learning,unsupervised learning,1
230,10.1016/j.advwatres.2021.104064,0,AI and Machine Learning,gradient descent,2
230,10.1016/j.advwatres.2021.104064,0,AI and Machine Learning,neural network,7
230,10.1016/j.advwatres.2021.104064,0,AI and Machine Learning,generative adversarial network,2
230,10.1016/j.advwatres.2021.104064,0,AI and Machine Learning,generative model,5
230,10.1016/j.advwatres.2021.104064,0,AI and Machine Learning,batch normalization,1
230,10.1016/j.advwatres.2021.104064,7,Modeling,simulation,6
230,10.1016/j.advwatres.2021.104064,10,5G,network architecture,1
230,10.1016/j.advwatres.2021.104064,18,Data Mining,neural networks,5
230,10.1016/j.advwatres.2021.104064,18,Data Mining,deep learning,10
230,10.1016/j.advwatres.2021.104064,18,Data Mining,model evaluation,1
232,10.1016/j.advwatres.2021.104061,0,AI and Machine Learning,classification,2
232,10.1016/j.advwatres.2021.104061,0,AI and Machine Learning,regression,12
232,10.1016/j.advwatres.2021.104061,7,Modeling,simulation,20
235,10.1016/j.advwatres.2021.104051,0,AI and Machine Learning,machine learning,1
235,10.1016/j.advwatres.2021.104051,0,AI and Machine Learning,random forest,1
235,10.1016/j.advwatres.2021.104051,0,AI and Machine Learning,regression,2
235,10.1016/j.advwatres.2021.104051,0,AI and Machine Learning,neural network,21
235,10.1016/j.advwatres.2021.104051,3,IoT,environmental monitoring,1
235,10.1016/j.advwatres.2021.104051,7,Modeling,3d model,1
235,10.1016/j.advwatres.2021.104051,7,Modeling,2d model,1
235,10.1016/j.advwatres.2021.104051,7,Modeling,simulation,7
235,10.1016/j.advwatres.2021.104051,7,Modeling,model parameters,7
235,10.1016/j.advwatres.2021.104051,10,5G,network architecture,1
235,10.1016/j.advwatres.2021.104051,18,Data Mining,random forests,1
235,10.1016/j.advwatres.2021.104051,18,Data Mining,neural networks,3
235,10.1016/j.advwatres.2021.104051,18,Data Mining,deep learning,1
235,10.1016/j.advwatres.2021.104051,18,Data Mining,support vector regression,1
235,10.1016/j.advwatres.2021.104051,22,Smart Cities,environmental monitoring,1
239,10.1016/j.advwatres.2021.104024,5,Cybersecurity,risk assessment,1
239,10.1016/j.advwatres.2021.104024,7,Modeling,simulation,88
239,10.1016/j.advwatres.2021.104024,7,Modeling,model calibration,3
239,10.1016/j.advwatres.2021.104024,7,Modeling,model parameters,7
239,10.1016/j.advwatres.2021.104024,7,Modeling,model uncertainty,2
239,10.1016/j.advwatres.2021.104024,12,Data Analytics,statistical analysis,3
239,10.1016/j.advwatres.2021.104024,18,Data Mining,clustering,11
239,10.1016/j.advwatres.2021.104024,18,Data Mining,k means,1
239,10.1016/j.advwatres.2021.104024,19,Predictive Analysis,risk assessment,1
239,10.1016/j.advwatres.2021.104024,27,Software/Platform/Infrastructure as a Service/Cloud Computing,virtual machines,1
264,10.1016/j.advwatres.2021.104017,0,AI and Machine Learning,machine learning,12
264,10.1016/j.advwatres.2021.104017,0,AI and Machine Learning,decision tree,12
264,10.1016/j.advwatres.2021.104017,0,AI and Machine Learning,random forest,12
264,10.1016/j.advwatres.2021.104017,0,AI and Machine Learning,regression,23
264,10.1016/j.advwatres.2021.104017,0,AI and Machine Learning,neural network,11
264,10.1016/j.advwatres.2021.104017,0,AI and Machine Learning,long short term memory,4
264,10.1016/j.advwatres.2021.104017,7,Modeling,simulation,30
264,10.1016/j.advwatres.2021.104017,18,Data Mining,decision trees,5
264,10.1016/j.advwatres.2021.104017,18,Data Mining,random forests,4
264,10.1016/j.advwatres.2021.104017,18,Data Mining,neural networks,9
264,10.1016/j.advwatres.2021.104017,18,Data Mining,deep learning,2
264,10.1016/j.advwatres.2021.104017,20,Chatbots,machine learning models,1
264,10.1016/j.advwatres.2021.104017,22,Smart Cities,water management,80
290,10.1016/j.advwatres.2021.103939,7,Modeling,simulation,27
290,10.1016/j.advwatres.2021.103939,7,Modeling,model prediction,1
290,10.1016/j.advwatres.2021.103939,7,Modeling,model results,1
290,10.1016/j.advwatres.2021.103939,13,Biotechnology,cloning,10
291,10.1016/j.advwatres.2021.103941,0,AI and Machine Learning,machine learning,1
291,10.1016/j.advwatres.2021.103941,0,AI and Machine Learning,neural network,43
291,10.1016/j.advwatres.2021.103941,1,Big Data,data quality,1
291,10.1016/j.advwatres.2021.103941,7,Modeling,simulation,28
291,10.1016/j.advwatres.2021.103941,10,5G,network architecture,4
291,10.1016/j.advwatres.2021.103941,12,Data Analytics,data quality,1
291,10.1016/j.advwatres.2021.103941,18,Data Mining,neural networks,9
291,10.1016/j.advwatres.2021.103941,18,Data Mining,model evaluation,2
298,10.1016/j.advwatres.2021.103948,0,AI and Machine Learning,artificial intelligence,1
298,10.1016/j.advwatres.2021.103948,0,AI and Machine Learning,machine learning,3
298,10.1016/j.advwatres.2021.103948,0,AI and Machine Learning,random forest,5
