,journal,authors,buzz_id,date,name,doi,pii
38,Journal of Hydro-environment Research,"['Tomoko Kyuka', 'Kazunori Okabe', 'Kho Shinjo']",9,2020-06-30,"Dominating factors influencing rapid meander shift and levee breaches caused by a record-breaking flood in the Otofuke River, Japan",10.1016/j.jher.2020.05.003,S1570644319301194
39,Journal of Hydro-environment Research,"['Konstantin Ochs', 'Gregory Egger', 'Matthias Schneider']",9,2020-05-31,The potential natural vegetation of large river floodplains – From dynamic to static equilibrium,10.1016/j.jher.2020.01.005,S1570644319301388
40,Journal of Hydro-environment Research,"['Kairong Lin', 'Youqin Lin', 'Vijay P. Singh']",9,2017-06-30,"Inter- and intra- annual environmental flow alteration and its implication in the Pearl River Delta, South China",10.1016/j.jher.2017.01.002,S1570644315300952
41,Journal of Hydro-environment Research,"['Hyunji Lee', 'Hakkwan Kim', 'Moon-Seong Kang']",10,2023-01-31,Analysis of the effects of low impact development practices on hydrological components using HSPF,10.1016/j.jher.2023.01.001,S1570644323000011
42,Journal of Hydro-environment Research,"['Cong Liu', 'Ronghai Hu', 'Changliang Shao']",10,2022-09-30,Monitoring water level and volume changes of lakes and reservoirs in the Yellow River Basin using ICESat-2 laser altimetry and Google Earth Engine,10.1016/j.jher.2022.07.005,S1570644322000466
43,Journal of Hydro-environment Research,"['Mohammadtaghi Avand', 'Alban Kuriqi', 'Omid Ghorbanzadeh']",10,2022-01-31,DEM resolution effects on machine learning performance for flood probability mapping,10.1016/j.jher.2021.10.002,S1570644321000769
44,Journal of Hydro-environment Research,"['Jiuhao Guo', 'Yaoyao Ma', 'Joseph H. W. Lee']",10,2021-05-31,Real-time automated identification of algal bloom species for fisheries management in subtropical coastal waters,10.1016/j.jher.2021.03.002,S1570644321000216
45,Journal of Hydro-environment Research,"['Tomoko Kyuka', 'Kazunori Okabe', 'Kho Shinjo']",10,2020-06-30,"Dominating factors influencing rapid meander shift and levee breaches caused by a record-breaking flood in the Otofuke River, Japan",10.1016/j.jher.2020.05.003,S1570644319301194
46,Journal of Hydro-environment Research,"['Konstantin Ochs', 'Gregory Egger', 'Matthias Schneider']",10,2020-05-31,The potential natural vegetation of large river floodplains – From dynamic to static equilibrium,10.1016/j.jher.2020.01.005,S1570644319301388
47,Journal of Hydro-environment Research,"['Guangqian Wang', 'Deyu Zhong', 'Yuefei Huang']",10,2018-10-31,"Study on sky rivers: Concept, theory, and implications",10.1016/j.jher.2018.09.003,S1570644318300558
48,Journal of Hydro-environment Research,"['Mohammadtaghi Avand', 'Alban Kuriqi', 'Omid Ghorbanzadeh']",13,2022-01-31,DEM resolution effects on machine learning performance for flood probability mapping,10.1016/j.jher.2021.10.002,S1570644321000769
49,Journal of Hydro-environment Research,"['Jiuhao Guo', 'Yaoyao Ma', 'Joseph H. W. Lee']",13,2021-05-31,Real-time automated identification of algal bloom species for fisheries management in subtropical coastal waters,10.1016/j.jher.2021.03.002,S1570644321000216
50,Journal of Hydro-environment Research,"['Cong Liu', 'Ronghai Hu', 'Changliang Shao']",14,2022-09-30,Monitoring water level and volume changes of lakes and reservoirs in the Yellow River Basin using ICESat-2 laser altimetry and Google Earth Engine,10.1016/j.jher.2022.07.005,S1570644322000466
51,Journal of Hydro-environment Research,"['Jiuhao Guo', 'Yaoyao Ma', 'Joseph H. W. Lee']",14,2021-05-31,Real-time automated identification of algal bloom species for fisheries management in subtropical coastal waters,10.1016/j.jher.2021.03.002,S1570644321000216
52,Journal of Hydro-environment Research,"['Guangqian Wang', 'Deyu Zhong', 'Yuefei Huang']",14,2018-10-31,"Study on sky rivers: Concept, theory, and implications",10.1016/j.jher.2018.09.003,S1570644318300558
53,Journal of Hydro-environment Research,"['Cong Liu', 'Ronghai Hu', 'Changliang Shao']",15,2022-09-30,Monitoring water level and volume changes of lakes and reservoirs in the Yellow River Basin using ICESat-2 laser altimetry and Google Earth Engine,10.1016/j.jher.2022.07.005,S1570644322000466
54,Journal of Hydro-environment Research,"['Jiuhao Guo', 'Yaoyao Ma', 'Joseph H. W. Lee']",15,2021-05-31,Real-time automated identification of algal bloom species for fisheries management in subtropical coastal waters,10.1016/j.jher.2021.03.002,S1570644321000216
55,Journal of Hydro-environment Research,"['Guangqian Wang', 'Deyu Zhong', 'Yuefei Huang']",15,2018-10-31,"Study on sky rivers: Concept, theory, and implications",10.1016/j.jher.2018.09.003,S1570644318300558
56,Journal of Hydro-environment Research,"['Kairong Lin', 'Youqin Lin', 'Vijay P. Singh']",15,2017-06-30,"Inter- and intra- annual environmental flow alteration and its implication in the Pearl River Delta, South China",10.1016/j.jher.2017.01.002,S1570644315300952
57,Journal of Hydro-environment Research,"['Hyunji Lee', 'Hakkwan Kim', 'Moon-Seong Kang']",16,2023-01-31,Analysis of the effects of low impact development practices on hydrological components using HSPF,10.1016/j.jher.2023.01.001,S1570644323000011
58,Journal of Hydro-environment Research,"['Cong Liu', 'Ronghai Hu', 'Changliang Shao']",16,2022-09-30,Monitoring water level and volume changes of lakes and reservoirs in the Yellow River Basin using ICESat-2 laser altimetry and Google Earth Engine,10.1016/j.jher.2022.07.005,S1570644322000466
59,Journal of Hydro-environment Research,"['Mohammadtaghi Avand', 'Alban Kuriqi', 'Omid Ghorbanzadeh']",16,2022-01-31,DEM resolution effects on machine learning performance for flood probability mapping,10.1016/j.jher.2021.10.002,S1570644321000769
60,Journal of Hydro-environment Research,"['Jiuhao Guo', 'Yaoyao Ma', 'Joseph H. W. Lee']",16,2021-05-31,Real-time automated identification of algal bloom species for fisheries management in subtropical coastal waters,10.1016/j.jher.2021.03.002,S1570644321000216
61,Journal of Hydro-environment Research,"['Guangqian Wang', 'Deyu Zhong', 'Yuefei Huang']",16,2018-10-31,"Study on sky rivers: Concept, theory, and implications",10.1016/j.jher.2018.09.003,S1570644318300558
62,Journal of Hydro-environment Research,"['Kairong Lin', 'Youqin Lin', 'Vijay P. Singh']",16,2017-06-30,"Inter- and intra- annual environmental flow alteration and its implication in the Pearl River Delta, South China",10.1016/j.jher.2017.01.002,S1570644315300952
63,Journal of Hydro-environment Research,"['Mohammadtaghi Avand', 'Alban Kuriqi', 'Omid Ghorbanzadeh']",17,2022-01-31,DEM resolution effects on machine learning performance for flood probability mapping,10.1016/j.jher.2021.10.002,S1570644321000769
64,Journal of Hydro-environment Research,"['Cong Liu', 'Ronghai Hu', 'Changliang Shao']",19,2022-09-30,Monitoring water level and volume changes of lakes and reservoirs in the Yellow River Basin using ICESat-2 laser altimetry and Google Earth Engine,10.1016/j.jher.2022.07.005,S1570644322000466
65,Journal of Hydro-environment Research,"['Jiuhao Guo', 'Yaoyao Ma', 'Joseph H. W. Lee']",19,2021-05-31,Real-time automated identification of algal bloom species for fisheries management in subtropical coastal waters,10.1016/j.jher.2021.03.002,S1570644321000216
66,Journal of Hydro-environment Research,"['Mohammadtaghi Avand', 'Alban Kuriqi', 'Omid Ghorbanzadeh']",22,2022-01-31,DEM resolution effects on machine learning performance for flood probability mapping,10.1016/j.jher.2021.10.002,S1570644321000769
67,Journal of Hydro-environment Research,"['Jiuhao Guo', 'Yaoyao Ma', 'Joseph H. W. Lee']",22,2021-05-31,Real-time automated identification of algal bloom species for fisheries management in subtropical coastal waters,10.1016/j.jher.2021.03.002,S1570644321000216
68,Journal of Hydro-environment Research,"['Mohammadtaghi Avand', 'Alban Kuriqi', 'Omid Ghorbanzadeh']",23,2022-01-31,DEM resolution effects on machine learning performance for flood probability mapping,10.1016/j.jher.2021.10.002,S1570644321000769
69,Journal of Hydro-environment Research,"['Jiuhao Guo', 'Yaoyao Ma', 'Joseph H. W. Lee']",23,2021-05-31,Real-time automated identification of algal bloom species for fisheries management in subtropical coastal waters,10.1016/j.jher.2021.03.002,S1570644321000216
70,Journal of Hydro-environment Research,"['Mohammadtaghi Avand', 'Alban Kuriqi', 'Omid Ghorbanzadeh']",24,2022-01-31,DEM resolution effects on machine learning performance for flood probability mapping,10.1016/j.jher.2021.10.002,S1570644321000769
71,Journal of Hydro-environment Research,"['Jiuhao Guo', 'Yaoyao Ma', 'Joseph H. W. Lee']",24,2021-05-31,Real-time automated identification of algal bloom species for fisheries management in subtropical coastal waters,10.1016/j.jher.2021.03.002,S1570644321000216
72,Journal of Hydro-environment Research,"['Tomoko Kyuka', 'Kazunori Okabe', 'Kho Shinjo']",24,2020-06-30,"Dominating factors influencing rapid meander shift and levee breaches caused by a record-breaking flood in the Otofuke River, Japan",10.1016/j.jher.2020.05.003,S1570644319301194
73,Journal of Hydro-environment Research,"['Konstantin Ochs', 'Gregory Egger', 'Matthias Schneider']",24,2020-05-31,The potential natural vegetation of large river floodplains – From dynamic to static equilibrium,10.1016/j.jher.2020.01.005,S1570644319301388
74,Journal of Hydro-environment Research,"['Guangqian Wang', 'Deyu Zhong', 'Yuefei Huang']",24,2018-10-31,"Study on sky rivers: Concept, theory, and implications",10.1016/j.jher.2018.09.003,S1570644318300558
75,Journal of Hydro-environment Research,"['Kairong Lin', 'Youqin Lin', 'Vijay P. Singh']",24,2017-06-30,"Inter- and intra- annual environmental flow alteration and its implication in the Pearl River Delta, South China",10.1016/j.jher.2017.01.002,S1570644315300952
76,Journal of Hydro-environment Research,"['Hyunji Lee', 'Hakkwan Kim', 'Moon-Seong Kang']",25,2023-01-31,Analysis of the effects of low impact development practices on hydrological components using HSPF,10.1016/j.jher.2023.01.001,S1570644323000011
77,Journal of Hydro-environment Research,"['Cong Liu', 'Ronghai Hu', 'Changliang Shao']",25,2022-09-30,Monitoring water level and volume changes of lakes and reservoirs in the Yellow River Basin using ICESat-2 laser altimetry and Google Earth Engine,10.1016/j.jher.2022.07.005,S1570644322000466
78,Journal of Hydro-environment Research,"['Mohammadtaghi Avand', 'Alban Kuriqi', 'Omid Ghorbanzadeh']",25,2022-01-31,DEM resolution effects on machine learning performance for flood probability mapping,10.1016/j.jher.2021.10.002,S1570644321000769
79,Journal of Hydro-environment Research,"['Jiuhao Guo', 'Yaoyao Ma', 'Joseph H. W. Lee']",25,2021-05-31,Real-time automated identification of algal bloom species for fisheries management in subtropical coastal waters,10.1016/j.jher.2021.03.002,S1570644321000216
80,Journal of Hydro-environment Research,"['Tomoko Kyuka', 'Kazunori Okabe', 'Kho Shinjo']",25,2020-06-30,"Dominating factors influencing rapid meander shift and levee breaches caused by a record-breaking flood in the Otofuke River, Japan",10.1016/j.jher.2020.05.003,S1570644319301194
81,Journal of Hydro-environment Research,"['Konstantin Ochs', 'Gregory Egger', 'Matthias Schneider']",25,2020-05-31,The potential natural vegetation of large river floodplains – From dynamic to static equilibrium,10.1016/j.jher.2020.01.005,S1570644319301388
82,Journal of Hydro-environment Research,"['Guangqian Wang', 'Deyu Zhong', 'Yuefei Huang']",25,2018-10-31,"Study on sky rivers: Concept, theory, and implications",10.1016/j.jher.2018.09.003,S1570644318300558
83,Journal of Hydro-environment Research,"['Kairong Lin', 'Youqin Lin', 'Vijay P. Singh']",25,2017-06-30,"Inter- and intra- annual environmental flow alteration and its implication in the Pearl River Delta, South China",10.1016/j.jher.2017.01.002,S1570644315300952
84,Journal of Hydro-environment Research,"['Cong Liu', 'Ronghai Hu', 'Changliang Shao']",26,2022-09-30,Monitoring water level and volume changes of lakes and reservoirs in the Yellow River Basin using ICESat-2 laser altimetry and Google Earth Engine,10.1016/j.jher.2022.07.005,S1570644322000466
85,Journal of Hydro-environment Research,"['Mohammadtaghi Avand', 'Alban Kuriqi', 'Omid Ghorbanzadeh']",26,2022-01-31,DEM resolution effects on machine learning performance for flood probability mapping,10.1016/j.jher.2021.10.002,S1570644321000769
86,Journal of Hydro-environment Research,"['Jiuhao Guo', 'Yaoyao Ma', 'Joseph H. W. Lee']",26,2021-05-31,Real-time automated identification of algal bloom species for fisheries management in subtropical coastal waters,10.1016/j.jher.2021.03.002,S1570644321000216
87,Journal of Hydro-environment Research,"['Mohammadtaghi Avand', 'Alban Kuriqi', 'Omid Ghorbanzadeh']",27,2022-01-31,DEM resolution effects on machine learning performance for flood probability mapping,10.1016/j.jher.2021.10.002,S1570644321000769
88,Journal of Hydro-environment Research,"['Jiuhao Guo', 'Yaoyao Ma', 'Joseph H. W. Lee']",27,2021-05-31,Real-time automated identification of algal bloom species for fisheries management in subtropical coastal waters,10.1016/j.jher.2021.03.002,S1570644321000216
89,Journal of Hydro-environment Research,"['Hyunji Lee', 'Hakkwan Kim', 'Moon-Seong Kang']",29,2023-01-31,Analysis of the effects of low impact development practices on hydrological components using HSPF,10.1016/j.jher.2023.01.001,S1570644323000011
90,Journal of Hydro-environment Research,"['Mohammadtaghi Avand', 'Alban Kuriqi', 'Omid Ghorbanzadeh']",29,2022-01-31,DEM resolution effects on machine learning performance for flood probability mapping,10.1016/j.jher.2021.10.002,S1570644321000769
91,Journal of Hydro-environment Research,"['Kairong Lin', 'Youqin Lin', 'Vijay P. Singh']",29,2017-06-30,"Inter- and intra- annual environmental flow alteration and its implication in the Pearl River Delta, South China",10.1016/j.jher.2017.01.002,S1570644315300952
92,Journal of Hydro-environment Research,"['Mohammadtaghi Avand', 'Alban Kuriqi', 'Omid Ghorbanzadeh']",30,2022-01-31,DEM resolution effects on machine learning performance for flood probability mapping,10.1016/j.jher.2021.10.002,S1570644321000769
93,Journal of Hydro-environment Research,"['Jiuhao Guo', 'Yaoyao Ma', 'Joseph H. W. Lee']",30,2021-05-31,Real-time automated identification of algal bloom species for fisheries management in subtropical coastal waters,10.1016/j.jher.2021.03.002,S1570644321000216
94,Journal of Hydro-environment Research,"['Tomoko Kyuka', 'Kazunori Okabe', 'Kho Shinjo']",30,2020-06-30,"Dominating factors influencing rapid meander shift and levee breaches caused by a record-breaking flood in the Otofuke River, Japan",10.1016/j.jher.2020.05.003,S1570644319301194
95,Journal of Hydro-environment Research,"['Hyunji Lee', 'Hakkwan Kim', 'Moon-Seong Kang']",34,2023-01-31,Analysis of the effects of low impact development practices on hydrological components using HSPF,10.1016/j.jher.2023.01.001,S1570644323000011
96,Journal of Hydro-environment Research,"['Cong Liu', 'Ronghai Hu', 'Changliang Shao']",34,2022-09-30,Monitoring water level and volume changes of lakes and reservoirs in the Yellow River Basin using ICESat-2 laser altimetry and Google Earth Engine,10.1016/j.jher.2022.07.005,S1570644322000466
97,Journal of Hydro-environment Research,"['Mohammadtaghi Avand', 'Alban Kuriqi', 'Omid Ghorbanzadeh']",34,2022-01-31,DEM resolution effects on machine learning performance for flood probability mapping,10.1016/j.jher.2021.10.002,S1570644321000769
98,Journal of Hydro-environment Research,"['Jiuhao Guo', 'Yaoyao Ma', 'Joseph H. W. Lee']",34,2021-05-31,Real-time automated identification of algal bloom species for fisheries management in subtropical coastal waters,10.1016/j.jher.2021.03.002,S1570644321000216
99,Journal of Hydro-environment Research,"['Tomoko Kyuka', 'Kazunori Okabe', 'Kho Shinjo']",34,2020-06-30,"Dominating factors influencing rapid meander shift and levee breaches caused by a record-breaking flood in the Otofuke River, Japan",10.1016/j.jher.2020.05.003,S1570644319301194
100,Journal of Hydro-environment Research,"['Konstantin Ochs', 'Gregory Egger', 'Matthias Schneider']",34,2020-05-31,The potential natural vegetation of large river floodplains – From dynamic to static equilibrium,10.1016/j.jher.2020.01.005,S1570644319301388
101,Journal of Hydro-environment Research,"['Guangqian Wang', 'Deyu Zhong', 'Yuefei Huang']",34,2018-10-31,"Study on sky rivers: Concept, theory, and implications",10.1016/j.jher.2018.09.003,S1570644318300558
102,Journal of Hydro-environment Research,"['Kairong Lin', 'Youqin Lin', 'Vijay P. Singh']",34,2017-06-30,"Inter- and intra- annual environmental flow alteration and its implication in the Pearl River Delta, South China",10.1016/j.jher.2017.01.002,S1570644315300952
103,Journal of Hydro-environment Research,"['Cong Liu', 'Ronghai Hu', 'Changliang Shao']",35,2022-09-30,Monitoring water level and volume changes of lakes and reservoirs in the Yellow River Basin using ICESat-2 laser altimetry and Google Earth Engine,10.1016/j.jher.2022.07.005,S1570644322000466
104,Journal of Hydro-environment Research,"['Mohammadtaghi Avand', 'Alban Kuriqi', 'Omid Ghorbanzadeh']",35,2022-01-31,DEM resolution effects on machine learning performance for flood probability mapping,10.1016/j.jher.2021.10.002,S1570644321000769
105,Journal of Hydro-environment Research,"['Jiuhao Guo', 'Yaoyao Ma', 'Joseph H. W. Lee']",35,2021-05-31,Real-time automated identification of algal bloom species for fisheries management in subtropical coastal waters,10.1016/j.jher.2021.03.002,S1570644321000216
106,Journal of Hydro-environment Research,"['Guangqian Wang', 'Deyu Zhong', 'Yuefei Huang']",35,2018-10-31,"Study on sky rivers: Concept, theory, and implications",10.1016/j.jher.2018.09.003,S1570644318300558
107,Journal of Hydro-environment Research,"['Hyunji Lee', 'Hakkwan Kim', 'Moon-Seong Kang']",36,2023-01-31,Analysis of the effects of low impact development practices on hydrological components using HSPF,10.1016/j.jher.2023.01.001,S1570644323000011
108,Journal of Hydro-environment Research,"['Mohammadtaghi Avand', 'Alban Kuriqi', 'Omid Ghorbanzadeh']",36,2022-01-31,DEM resolution effects on machine learning performance for flood probability mapping,10.1016/j.jher.2021.10.002,S1570644321000769
109,Journal of Hydro-environment Research,"['Jiuhao Guo', 'Yaoyao Ma', 'Joseph H. W. Lee']",36,2021-05-31,Real-time automated identification of algal bloom species for fisheries management in subtropical coastal waters,10.1016/j.jher.2021.03.002,S1570644321000216
110,Journal of Hydro-environment Research,"['Guangqian Wang', 'Deyu Zhong', 'Yuefei Huang']",36,2018-10-31,"Study on sky rivers: Concept, theory, and implications",10.1016/j.jher.2018.09.003,S1570644318300558
111,Journal of Hydro-environment Research,"['Hyunji Lee', 'Hakkwan Kim', 'Moon-Seong Kang']",37,2023-01-31,Analysis of the effects of low impact development practices on hydrological components using HSPF,10.1016/j.jher.2023.01.001,S1570644323000011
112,Journal of Hydro-environment Research,"['Cong Liu', 'Ronghai Hu', 'Changliang Shao']",37,2022-09-30,Monitoring water level and volume changes of lakes and reservoirs in the Yellow River Basin using ICESat-2 laser altimetry and Google Earth Engine,10.1016/j.jher.2022.07.005,S1570644322000466
113,Journal of Hydro-environment Research,"['Mohammadtaghi Avand', 'Alban Kuriqi', 'Omid Ghorbanzadeh']",37,2022-01-31,DEM resolution effects on machine learning performance for flood probability mapping,10.1016/j.jher.2021.10.002,S1570644321000769
114,Journal of Hydro-environment Research,"['Jiuhao Guo', 'Yaoyao Ma', 'Joseph H. W. Lee']",37,2021-05-31,Real-time automated identification of algal bloom species for fisheries management in subtropical coastal waters,10.1016/j.jher.2021.03.002,S1570644321000216
